sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
佳期不可再，风雨杳如年。	湘驿女子	题玉泉溪		0		
变态风更入，含情月初归。	皎然	奉和裴使君清春夜南堂听陈山人弹白雪		0		
自著紫臭翁，馀人赤羖䍽。	王梵志	诗并序 其八十四		0		
泪眼凌寒冻不流，每经高处即回头。	白居易	寄湘灵		0		
晨飙发荆州，落日到巴丘。	吕温	岳阳怀古		0		
地犹鄹氏邑，宅即鲁王宫。	李隆基	经邹鲁祭孔子而叹之		0		
非庄非宅非兰若，竹树池亭十亩馀。	白居易	池上闲吟二首 其二		0		
油油春云心，一杯可致之。	白居易	对琴酒		0		
色对瑶池紫，甘依大谷红。	李峤	梨		0		
所伤觉梦间，便觉死生境。	元稹	梦井		0		
掾曹有时不敢归，谓言雨过湿人衣。	岑参	题李士曹厅壁画度雨云歌		0		
掩抑复凄清，非琴不是筝。	白居易	和令狐仆射小饮听阮咸		0		
城阙居年满，琴尊俗事稀。	王勃	送卢主簿		0		
江南与江北，各有平生亲。	白居易	朱陈村		0		
流星白羽腰间插，剑花秋莲光出匣。	李白	相和歌辞 胡无人行		0		
异县惊虚往，同人惜解携。	杜甫	水宿遣兴奉呈群公		0		
征人烧断蓬，对泣沙中月。	于濆	沙场夜		0		
绕砌封琼屑，依阶喷玉尘。	李衢	都堂试贡士日庆春雪		0		
石画妆苔色，风梭织水文。	上官婉儿	游长宁公主流杯池二十五首 其十七		0		
唯予不服食，老命反迟延。	白居易	思旧		0		
高调管色吹银字，慢拽歌词唱渭城。	白居易	南园试小乐		0		
馀风生户牖，残影照江滨。	白元鉴	法堂		0		
我有结绿珍，久藏浊水泥。	李白	赠范金卿二首 其一		0		
架豁飞圮，以便去来。	李翱	江州南湖堤铭		0		
雨洗芭蕉叶上诗，独来凭槛晚晴时。	司空图	狂题十八首 其十		0		
行行将近老，处处不离愁。	李频	临岐留别相知		0		
左边尽著黄金甲，右半纷纭似锦团。	佚名	王昭君变文 其三		0		
君心除健羡，扣寂入虚无。	元稹	春分投简阳明洞天作		0		
车书混一业无穷，井邑山川今古同。	杜牧	江南怀古		0		
贫则身常披缕褐，道则心藏无价珍。	玄觉	永嘉證道歌		0		
男不着丁女在舍，官事上下无言语。	王建	神树词		0		
警露精神异，冲天羽翼新。	李中	鹤		0		
三光入无穷，寂默返太宁。	吴筠	其二 广成子		0		
飞燕有情依旧阁，垂杨无力受东风。	李咸用	春暮途中		0		
天宝季年，尘起幽燕。	吕元膺	骠骑大将军论公神道碑铭		0		
虚无结思，钟磬和音。	不详	郊庙歌辞 太清宫乐章 冲和		0		
世人呼尔为渔叟，尔学钓璜非钓鱼。	方干	题玉笥山强处士		0		
云间五色满，霞际九光披。	李峤	日		0		
牵马过危栈，襞衣涉奔流。	王建	酬柏侍御闻与韦处士同游灵台寺见寄		0		
蓑衣旧去烟披重，箬笠新来雨打香。	皮日休	鲁望以轮钩相示缅怀高致因作三篇 其二		0		
昭阳舞人恩正深，春衣一对直千金。	白居易	新乐府 缭绫  念女工之劳也		0		
颇似近蓐席，还如入方丈。	皮日休	公斋四咏 鹤屏		0		
早知不用无媒客，恨别江南杨柳春。	无名氏	绝句		0		
万般不及僧无事，共水将山过一生。	杜荀鹤	题道林寺		0		
楼观水潺潺，龙潭花漠漠。	白居易	寄王质夫		0		
尊酒临风酬令节，越罗衣薄觉春寒。	牟融	禁烟作		0		
数声肠断和云叫，识是前时旧主人。	王仁裕	遇放猿再作		0		
相思两不见，流泪空盈巾。	李白	詶裴侍御留岫师弹琴见寄		0		
幔城入涧橙花发，玉辇登山桂叶稠。	王建	上阳宫		0		
厅前柏，知君曾对罗希奭。	元稹	厅前柏		0		
凤台云母似天花，炼作芙蓉白云芽。	何仙姑	凤台云母		0		
凭莺传语报李六，倩雁将书与元九。	白居易	苏州李中丞以元日郡斋感怀诗寄微之及予辄依来篇七言八韵走笔奉荅兼呈微之		0		
倾茶兼落帽，恋客不开关。	李嘉祐	题裴十六少卿东亭		0		
回桡楚江滨，挥策扬子津。	李白	送王屋山人魏万还王屋		0		
舞衣云曳影，歌扇月开轮。	李隆基	春中兴庆宫酺宴		0		
心协太虚静，寥寥竟何思。	吴筠	步虚词十首 其三		0		
缀玉联珠六十年，谁教冥路作诗仙。	李忱	吊白居易		0		
莫遣艳歌催客醉，不堪回首翠蛾愁。	元晦	除浙东留题桂郡林亭		0		
揆己道德馀，幼闻虚白旨。	宋之问	自洪府舟行直书其事		0		
溪上望悬泉，耿耿云中见。	丘丹	奉使过石门瀑布		0		
观身自见心中佛，明知极乐没弥陀。	敦煌曲子	其四 解悟成佛九首		0		
雕弓侍羽林，宝剑照期门。	王勃	陇西行 其二		0		
放旷出烟云，萧条自不群。	上官婉儿	游长宁公主流杯池二十五首 其十七		0		
虽当冷落衰残日，还有阳和暖活身。	白居易	早春招张宾客		0		
白衣须拜相，此事不为奇。	本寂	五相偈 其一		0		
京师旧西幸，洛道此东巡。	杜审言	扈从出长安应制		0		
嘉名称道保，乞姓号崔儿。	白居易	和微之道保生三日		0		
夜开金殿看星河，宫女知更月明里。	王建	温泉宫行		0		
朝也念，夕也持。	敦煌曲子	其六 调名本意十首		0		
天简其劳，羡以事物。	李商隐	剑州重阳亭铭		0		
雪霜今日鬓，烟月旧时心。	李中	舟次吉水逢蔡文庆秀才		0		
无机两不得，但弄秋水光。	白居易	渭上偶钓		0		
不应相见老，秖是别离频。	杜牧	贻友人		0		
畴昔未识君，知君好贤才。	李白	过汪氏别业二首 其二		0		
羞作济南生，九十诵古文。	李白	赠何七判官昌浩		0		
花钿委地无人收，翠翘金雀玉搔头。	白居易	长恨歌		0		
拟思量，何劫悟。	文偃	偈颂 其十二		0		
唤上驿亭还酩酊，两行红袖拂樽罍。	元稹	遭风二十韵		0		
旅馆无良伴，凝情自悄然。	杜牧	旅宿		0		
初闻如自解，及见胜初闻。	宋齐丘	赠仰山慧度禅师		0		
词惊起草笔，坐引护衣香。	李憕	和户部杨员外伯成寓直		0		
银衔叱拨欺风雪，金屑琵琶费酒浆。	白居易	赠杨使君		0		
古来经济才，何事独罕有。	杜甫	上水遣怀		0		
萍叶疑江上，菱花似镜前。	任希古	和东观群贤七夕临泛昆明池		0		
西南六诏有遗种，僻在荒陬路寻壅。	元稹	其十 蛮子朝		0		
身慵难勉强，性拙易迟回。	白居易	自喜		0		
自是离人睡长早，千家帘卷月当楼。	李中	都下寒食夜作		0		
红铅湿尽半罗裙，洞府人间手欲分。	杜牧	宣州留赠		0		
顺之多吉寿，违之或凶夭。	白居易	逸老		0		
一辞渭北故园春，再把江南新岁酒。	白居易	苏州李中丞以元日郡斋感怀诗寄微之及予辄依来篇七言八韵走笔奉荅兼呈微之		0		
坟古春自晚，愁绪空崔嵬。	皮日休	追和幽独君诗次韵 其二		0		
许令如今道姓云，曾经西岳事桐君。	皎然	和李舍人使君纾题云明府道室		0		
晴江滟滟含浅沙，高低绕郭滞秋花。	杜牧	登九峰楼		0		
唯有上层人未到，金乌飞过拂阑干。	李建勋	登升元阁		0		
茫茫百年内，处身良未休。	元稹	解秋十首 其八		0		
惟向眼前怜易落，不如抛掷任春风。	司空图	南北史感遇十首 其八		0		
靡靡绿萍合，垂杨埽复开。	王维	皇甫岳云溪杂题五首 萍池		0		
上都蓟门，兵连千里。	李德裕	幽州纪圣功碑铭		0		
妾身未分明，何以拜姑嫜。	杜甫	新婚别		0		
素从盐海积，绿带柳城分。	皎然	陇头水二首 其一		0		
𭲟溁寒深百尺，奇觚率尔操。	李德裕	句		0		
影添斜月白，光借夕阳寒。	何频瑜	墙阴残雪		0		
跃鱼惊太液，佳气接温汤。	无名氏	长安早春		0		
林中才有地，峡外绝无天。	杜甫	归		0		
柳浓堪系马，花上未藏莺。	李远	陪新及第赴同年会		0		
谁谓尔能舞，不如闲立时。	白居易	鹤		0		
白发三千丈，缘愁似个长。	李白	秋浦歌十七首 其十五		0		
南亩无一廛，东园有馀地。	于濆	拟古讽		0		
忽忆烟霄路，常陪剑履行。	白居易	渭村退居寄礼部崔侍郎翰林钱舍人诗一百韵		0		
勾他一盏酒，他勾十巡至。	王梵志	诗并序 其九十一		0		
雄健许昌师，忠武冠其族。	皮日休	三羞诗三首 其二		0		
中夕忽有念，抚裘起逡巡。	白居易	新制布裘		0		
闭门不出自焚香，拥褐看山岁月长。	司空曙	题暕上人院		0		
勋为上柱国，爵乃朝大夫。	白居易	马上作		0		
传晖竹帛，降灵汾晋。	李世民	晋祠铭		0		
夤缘绿筱岸，遂得青莲宫。	宋之问	宿云门寺		0		
草色金陵岸，思心那可论。	李嘉祐	送杜御史还广陵		0		
凿井求泉会到源，闭门避火终迷路。	朱湾	同清江师月夜听坚正二上人为怀州转法华经歌		0		
湘波无限泪，蜀魄有馀冤。	李商隐	哀筝		0		
天涯望越台，海路几悠哉。	李峤	安辑岭表事平罢归		0		
大国置衡镜，准平天地心。	李白	送杨少府赴选		0		
康氏圆形滞不明，魔深虚丧击寒冰。	文偃	偈颂 其三		0		
时时独饮乐，饮尽更须倾。	缺名二	五言诗 其二		0		
一条寒玉走秋泉，引出深萝洞口烟。	李群玉	引水行		0		
但请主人空埽地，自携杯酒管弦来。	白居易	赠郑尹		0		
驰道杨花满御沟，红妆缦绾上青楼。	王昌龄	青楼曲二首 其二		0		
盛幕开高宴，将军问故僚。	李商隐	送从翁从东川弘农尚书幕		0		
窄窄弓弓，手中弄新月。	李隆基	又作妃子所遗罗袜铭		0		
玉色深不变，井水挠不移。	元稹	詶别致用		0		
吴中好风景，八月如三月。	白居易	吴中好风景二首 其一		0		
徘徊玄岳巅，翻焉御飞龙。	无名氏	道藏中岳仙人歌		0		
芭蕉斜卷笺，辛夷低过笔。	李商隐	骄儿诗		0		
甘从此后支离卧，赖是从前烂漫游。	白居易	病中诗十五首 枕上作		0		
我今学得长生法，未肯轻传与世人。	吕岩	七言 其九十六		0		
君抛青霞去，荣资观国宾。	皎然	送穆寂赴举		0		
临空遥的的，竟晓独荧荧。	李频	府试老人星见		0		
芝茎抽绀趾，清唳掷金梭。	杜牧	鵁鶄		0		
奋髯云乍起，矫首浪还冲。	无名氏	骊龙		0		
夫君既鹤驾，幼子复霓裳。	于休烈	送贺秘监归会稽诗		0		
吹笳覆楼雪，祝纛满旗风。	戎昱	泾州观元戎出师		0		
廷评年少法家流，心似澄江月正秋。	皎然	赠和评事判官		0		
交道有寒暑，在人无古今。	杜荀鹤	别敬侍郎		0		
楼疑出蓬海，鹤似飞玉京。	李白	题随州紫阳先生壁		0		
亦知官舍非吾宅，且斸山樱满院栽。	白居易	移山樱桃		0		
百宝装腰带，真珠络臂韝。	杜甫	即事		0		
惆怅撷芳人散尽，满园烟露蝶高飞。	吴融	秋园		0		
不忍看秋蓬，飘扬竟何托。	李白	古风 其五十二		0		
移时寂历烧松子，尽日殷勤拂乳床。	皮日休	寒日书斋即事三首 其一		0		
清秋何以慰，白酒盈吾杯。	李白	玉真公主别馆苦雨赠卫尉张卿二首 其一		0		
始从雠校职，首中贤良目。	白居易	和梦游春诗一百韵		0		
连枝棣萼世无双，未秉鸿钧拥大邦。	方干	上越州杨严中丞		0		
白发对绿酒，强歌心已摧。	李白	携妓登梁王栖霞山孟氏桃园中		0		
曾将铁镜照神鬼，霹雳搜寻火满潭。	吕岩	其一百四		0		
饵柏身轻叠嶂间，是非无意到尘寰。	芙蓉古丈夫　毛女	吟 其一		0		
此中真妙理，谁道不长生。	吕岩	五言 其十五		0		
归时莫洗耳，为我洗其心。	李白	送裴十八图南归嵩山二首 其二		0		
便向中流出太阳，兼疑大岸逼浮桑。	方干	题松江驿		0		
一种爱鱼心各异，我来施食尔垂钩。	白居易	观游鱼		0		
人功虽未及，地力信非常。	丁泽	良田无晚岁		0		
天开白龙潭，月映清秋水。	李白	自梁园至敬亭山见会公谈陵阳山水兼期同游因有此赠		0		
披衣未冠栉，晨起入前林。	白居易	早行林下		0		
枯桂衰兰一遍春，唯将道德定君臣。	王建	上崔相公		0		
复寻为善乐，方验保山河。	李隆基	过大哥宅探得歌字韵		0		
嗜欲乘此炽，百金资一倾。	李华	杂诗六首 其三		0		
促赏依三友，延欢寄一卮。	弓嗣初	晦日重宴		0		
野水浮白烟，岩花自开落。	王轩	西施		0		
必共玄都柰，花开不记年。	皮日休	其八 青棂子		0		
春情不断若连环，一夕思归鬓欲斑。	李频	春日思归		0		
一峰鳞次开一观，片石朋来会九仙。	无名氏	咏九仙宫		0		
人将引天钐，人将持天锼。	元结	闵荒诗一首		0		
一身如浮云，万里过江水。	岑参	青龙招提归一上人远游吴楚别诗		0		
易赋诗盈轴，难辞酒满杯。	李昉	依韵奉和千叶玫瑰之什		0		
归来笑问诸从事，占得闲行有几人。	元稹	早春登龙山静胜寺时非休浣司空特许是行因赠幕中诸公		0		
月夜闲闻洛水声，秋池暗度风荷气。	元稹	和李校书新题乐府十二首 其一 上阳白发人		0		
胡广补阙，袁安倚赖。	李瀚	蒙求		0		
薄霜沾上路，残雪绕离宫。	沈佺期	扈从出长安应制		0		
晨行踏忍草，夜诵得灵花。	宋之问	游法华寺		0		
但行平等心，天亦念孤独。	王梵志	五言八首 其七		0		
空山何窈窕，三秀日氛氲。	李颀	送暨道士还玉清观		0		
本不远离，身还不见。	吕岩	谷神歌		0		
南岸犹残雪，东风未有波。	白居易	曲江独行招张十八		0		
二十八年何限客，不曾闲见一人行。	元稹	题漫天岭智藏师兰若僧云住此二十八年		0		
鬻骆马兮放杨柳枝，掩翠黛兮顿金羁。	白居易	不能忘情吟		0		
幽趣倏万变，奇观非一端。	岑参	太一石鳖崖口潭旧庐招王学士		0		
从容下南山，顾盼入东闱。	白居易	其五 答四皓庙		0		
张生马瘦衣且单，夜扣柴门与我别。	白居易	送张山人归嵩阳		0		
茗生此中石，玉泉流不歇。	李白	答族侄僧中孚赠玉泉仙人掌茶		0		
秉钺有季公，凛然负英姿。	李白	宣城送刘副使入秦		0		
龙凤脱罔罟，飘飖将安托。	李白	古风 其四十五		0		
烂熳烟霞驻，优游岁序淹。	元稹	开元观闲居酬吴士矩侍御三十韵		0		
宝刹遥承露，天花近足春。	李世民	谒并州大兴国寺诗		0		
贾逵问事，许慎无双。	李瀚	蒙求		0		
石门日色异，绛气横扶疏。	杜甫	谒文公上方		0		
近岩幽湿处，惟藉墨烟浓。	大愚	乞荆浩画		0		
服柏不飞鍊，闲眠闭草堂。	于鹄	题服柏先生		0		
我初五十八，息老虽非早。	白居易	逸老		0		
卧病当秋夕，悠悠枕上情。	李中	秋夕病中作		0		
落日驻行骑，沈吟怀古情。	白居易	经溱洧		0		
喜得近京城，官卑意亦荣。	王建	归昭应留别城中		0		
共醉真可乐，飞觥撩乱歌。	元稹	酬乐天劝醉		0		
六一閟扃鐍，子午守雄雌。	白居易	同微之赠别郭虚舟鍊师五十韵		0		
协晨宫上启金扉，诏使先生坐蜕归。	皮日休	伤开元观顾道士		0		
去年才七十，决赴悬车期。	白居易	裴侍中晋公以集贤林亭即事诗三十六韵见赠猥蒙徵和才拙词繁辄广为五百言以伸酬献		0		
唯思逢阵敌，与彼争后先。	皮日休	鲁望昨以五百言见贻过有褒美内揣庸陋弥增愧悚因成一千言上述吾唐文物之盛次叙相得之欢亦迭和之微旨也		0		
同侪倾宠幸，异类为配偶。	白居易	青冢		0		
果熟猿兼重，山长似路迷。	文益	颂		0		
本怕酒醒浑不饮，因君相劝觉情来。	元稹	任醉		0		
宴时不辍琅书味，斋日难判玉鲙香。	皮日休	吴中言情寄鲁望		0		
名家令族，孝子忠臣。	申堂构	唐故内侍省内常侍孙府君墓志铭		0		
朝飧不过饱，五鼎徒为尔。	白居易	把酒		0		
亦有鸾鹤群，闲立高飏如不闻。	白居易	新乐府 秦吉了 哀冤民也		0		
桃胶迎夏香琥珀，自课越佣能种瓜。	李贺	南园十三首 其三		0		
人生待富贵，为乐常苦迟。	白居易	晚春酤酒		0		
为君蘸甲十分饮，应见离心一倍多。	杜牧	后池泛舟送王十		0		
清明云日开，山路足莓苔。	王师闵	题瀑布诗三首 其三		0		
上士爱清辉，开门向翠微。	李端	题崔端公园林		0		
